Title,Fuel,Price,Engine,Location,Transmission,Range,Description
lexus gs200t (2017),Bensin,Rp 525.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,30.000-35.000 Km,"Deskripsi FOR SALE Lexus GS200t GS 200 F-Sport F Sport Fullspec Pearl White on Black NIK 2017 KM34rb Record AUTHORIZED Last Generation RARE !! #Pajak Bulan 3-2026 #AtasNamaPribadi (( Accelerate in Luxury Max Power with Premium Comfort RWD )) - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 525JT OTR CASH BY CALL Bunga 0% TDP 399,925,000 Angs 19,667,000 x11 DP Minim Tdp 91jt Angs 14,517,500 x47 tlo Tdp 81jt Angs 12,752,000 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 2.0 Turbocharger inline 4Cyc 8Speed Auto (250hp/350nm) * Keyless Start Engine * Electric Sunroof * Electric Leather Memory Heater Cooler Seats * Triptonic Paddleshifter, Cruisecontrol * Drive Mode : ECO, Normal, Sport, Sport+ * Dashboard with 12.3inch Monitor Navigasi, Camera, Premium Surround Audio System 17Speaker Mark Levinson * Digital Speedometer G-Force Meter, Turbo Indicator, HUD * Facelift Spindle Grille Honeycomb, Headlamp Bi-Xenon LED DRL * Buku Service Manual Kunciserep * KF 3M LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (VAA) (A)"
lexus gs200t (2017),Bensin,Rp 525.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,30.000-35.000 Km,"Deskripsi FOR SALE Lexus GS200t GS 200 F-Sport F Sport Fullspec Pearl White on Black NIK 2017 KM34rb Record AUTHORIZED Last Generation RARE !! #Pajak Bulan 3-2026 #AtasNamaPribadi (( Accelerate in Luxury Max Power with Premium Comfort RWD )) - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 525JT OTR CASH BY CALL Bunga 0% TDP 399,925,000 Angs 19,667,000 x11 DP Minim Tdp 91jt Angs 14,517,500 x47 tlo Tdp 81jt Angs 12,752,000 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 2.0 Turbocharger inline 4Cyc 8Speed Auto (250hp/350nm) * Keyless Start Engine * Electric Sunroof * Electric Leather Memory Heater Cooler Seats * Triptonic Paddleshifter, Cruisecontrol * Drive Mode : ECO, Normal, Sport, Sport+ * Dashboard with 12.3inch Monitor Navigasi, Camera, Premium Surround Audio System 17Speaker Mark Levinson * Digital Speedometer G-Force Meter, Turbo Indicator, HUD * Facelift Spindle Grille Honeycomb, Headlamp Bi-Xenon LED DRL * Buku Service Manual Kunciserep * KF 3M LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (VAA) (A)"
toyota kijang innova (2023),Bensin,Rp 311.000.000,>1.500 - 2.000 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi FOR SALE Toyota Zenix 2.0 G CVT AT Abu NIK 2023, PAJAK BULAN 8 (2026), ODOMETER 24RB KM RECORD AUTHROIZED - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 311JT OTR CASH BY CALL Bunga Premium TDP 98,393,870 Angsuran 8,778,000 x47 TDP 78,081,083 Angsuran 8,212,000 x59 DP Minim Tdp 58jt Angs 8,577,000 x47 tlo Tdp 53jt Angs 7,545,000 x59 tlo UNTUK REQUEST DP & SIMULASI KREDIT LAIN SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan Pertama Dari Baru, Pribadi * Engine 2.0 cc Dual VVT-i Automatic * 6 Speed Transmission * Keyless Start Stop Engine * Electric Miror And Retract * Audio Steering Switch * AC Digital Single Zone With Blower * Infotainment System Touchscreen With Android Auto & Apple Carplay * Jok Leather Seat * LED Multireflector Headlamp, Foglamp * SRS Airbags, ABS, EBD, BA, VSC, COMPLETE SAFETY CAR * Rear Parking Camera, Parking Censor * Electric Park Brake, Traction Control System, Electric Hold Brake * Kaca Film Llumar * Kunci Cadangan, Buku Manual + Service Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (ROM) (B)"
bmw 528i (2016),Bensin,Rp 340.000.000,>1.500 - 2.000 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,35.000-40.000 Km,Deskripsi Jual Cepat BMW 528i F10 RSE 2016/2017 Tangan PErtama Dari Baru Pajak Super Panjang Ban 4Pcs Baru Kaca Film Baru 3M Odo 35rb Record Jaminan Mobil Bebas Tabrak dan Banjir Garansi Mesin dan Matic 1Tahun Harga Di Atas Khusus Kredt Harga CASH Nego Di Showroom *Bonus Mobil Sudah Di Coating 3Layers Meguiars
infiniti fx (2012),Bensin,Rp 255.000.000,>3.000 cc,"Kebayoran Baru, Jakarta Selatan",Manual,60.000-65.000 Km,"Deskripsi Infiniti FX 37 AWD 2012 LOW KM 335JT KREDIT VQ37 V6 Engine (Mesin Serupa Dengan Nissan Fairlady 370z) CBU Full Spec Antik Low Km 63rb Pemakaian 2012 Service Record Indomobil Tangan Pertama dari baru White on Black Sunroof Tiptronic Paddleshift Cruise Control Keyless Entry With Engine Start Atas Nama Pribadi Pajak Panjang Bulan 7 Nopol B NIK 2011 Special Condition Interior Bersih Exterior Rapih Ban Tebal Kaki Sempurna Mesin Kering Matic Responsif Manual Book Service Book Kunci Serep Antik Terawat Mobil Siap Pakai Khusus Harga Kredit: OTR 255JT TDP 78JT Angsuran: 6.615.000 x 47 Bulan Asuransi Kombinasi Atau CASH 269JT (Bisa Tukar Tambah) Menjamin keaslian Document kendaraan (Garansi Uang Kembali) Menjamin tidak bekas tabrak (Garansi Uang Kembali) Menjamin tidak bekas banjir (Garansi Uang Kembali) Setiap unit sudah melewati prosespl pemeriksaan kendaraan di bengkel resmi Bersedia bertransaksi setelah customer ingin General Checkup kembali di bengkel rekanan customer atau melakukan pengecekan melalui rujukan customer BAfAR CAR's (Pintu 3 PMK) Pasar Mobil Kemayoran Blok R No:1 (Masuk via pintu 3, belok kanan,showroomnya persis pintu 3) Kemayoran, Jakarta Pusat Buka Setiap Hari: Senin - Sabtu 10.00 - 17.30 Minggu 11.00-16.00"
toyota harrier (2014),Bensin,Rp 355.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Otomatis,50000 Km,Deskripsi Toyota Harrier CBU JAPAN JBL PREMIUM SOUND 2014 Pajak 9.25 pribadi tangan pertama dari baru Km 46 rb full record william pondok indah Fullset buku dan kunci serap Mobil istimewa tanpa cacat sesuai dengan kondisi km low Mobil di jamin bebas tabrak dan banjir Harga cash 355 jt nego Kredit bisa di bantu Cek unit di Cipete Maaf khusus cari pemakai.. Nego sadis no respon
daihatsu terios (2018),Bensin,Rp 185.000.000,>1.000 - 1.500 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,50.000-55.000 Km,Deskripsi Daihatsu Terios R Deluxe At 2018 Type tinggi Pajak maret 2026 An pribadi tgn 1 dari baru Km 50 rb full record Interior bagus Exterior Mulus Mobil tinggal pakai tdk ada PR Harga cash 185 jt nego Kredit Tdp 15 jt angsuran menyesuaikan tenor Cek unit di Bursa Mobil poins Lebak bulus
mitsubishi outlander sport (2016),Bensin,Rp 153.000.000,>1.500 - 2.000 cc,"Pesanggrahan, Jakarta Selatan",Automatic,135.000-140.000 Km,"Deskripsi Dijual : Outlander PX 2016, tahun pembuatan 2016, km 137rb on going, perawatan rutin, pajak panjang 03.2026, Panoramic, Automatic, Keyless Start Stop Engine, Surat - Surat Lengkap, Buku manual service ada, Kunci 2"
nissan leaf (2022),Listrik,Rp 280.000.000,>1.500 - 2.000 cc,"Mampang Prapatan, Jakarta Selatan",Automatic,70.000-75.000 Km,"Deskripsi NISSAN LEAF EV HATCHBACK TWO TONE Tahun 2022 Nopol B Ganjil Merah Kilometer 72rb Pajak Mei 2026 OPTION : - Battery Range 311 KM / EV / 147Hp / 320Nm - 40 kWh lithium-ion Battery - 110 kW AC Synchronous Electric Motor - Nissan intelligent mobility - Mode : ECO, e-Pedal - Keyless - Start-Stop Engine Button - Electronic Parking Brake - Camera 360 - 5-Seater - Leather seat with Heater / Cooler - Portable charger - R17"" Alloy Wheels OTR CREDIT : 280 jt TDP 114 JTan Angs 5 JTan x 47 bulan (Include Angsuran ke-1 dan Asuransi) PAKET BUNGA 0% TDP 203 JTan Angs 9 JTan x 11 bln OTR CASH : by call Kelebihan dan Keunggulan kami - Mobil bebas tabrak - ⁠Mobil bebas banjir - ⁠KM Asli tidak putaran - ⁠Mobil lulus uji inspeksi 199 titik - KTP Daerah bisa proses - Siap kirim luar kota - ⁠Tersedia Test Drive** - ⁠Bonus e-Toll** - ⁠Bonus Coating** - ⁠Garansi extra hingga 1 Tahun** - Garansi Uang Kembali** **(syarat dan ketentuan berlaku) BARUNA MOTOR - Trusted Car Solution New and used car Sell/buy, cash - kredit - trade in Jl. RS Fatmawati Raya No 79-80 Cilandak, Jakarta Selatan."
nissan leaf (2022),Listrik,Rp 280.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,70.000-75.000 Km,"Deskripsi NISSAN LEAF EV HATCHBACK TWO TONE Tahun 2022 Nopol B Ganjil Merah Kilometer 72rb Pajak Mei 2026 OPTION : - Battery Range 311 KM / EV / 147Hp / 320Nm - 40 kWh lithium-ion Battery - 110 kW AC Synchronous Electric Motor - Nissan intelligent mobility - Mode : ECO, e-Pedal - Keyless - Start-Stop Engine Button - Electronic Parking Brake - Camera 360 - 5-Seater - Leather seat with Heater / Cooler - Portable charger - R17"" Alloy Wheels OTR CREDIT : 280 jt TDP 114 JTan Angs 5 JTan x 47 bulan (Include Angsuran ke-1 dan Asuransi) PAKET BUNGA 0% TDP 203 JTan Angs 9 JTan x 11 bln OTR CASH : by call Kelebihan dan Keunggulan kami - Mobil bebas tabrak - ⁠Mobil bebas banjir - ⁠KM Asli tidak putaran - ⁠Mobil lulus uji inspeksi 199 titik - KTP Daerah bisa proses - Siap kirim luar kota - ⁠Tersedia Test Drive** - ⁠Bonus e-Toll** - ⁠Bonus Coating** - ⁠Garansi extra hingga 1 Tahun** - Garansi Uang Kembali** **(syarat dan ketentuan berlaku) BARUNA MOTOR - Trusted Car Solution New and used car Sell/buy, cash - kredit - trade in Jl. RS Fatmawati Raya No 79-80 Cilandak, Jakarta Selatan."
daihatsu terios (2022),Bensin,Rp 228.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Manual,55.000-60.000 Km,"Deskripsi ""Daihatsu Terios 1.5 . Khusus Harga Kredit : Rp 228,000,000 Khusus Harga Cash : Rp 238,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 72,559 km - Transmisi : AT - Pajak : 31-Aug-2025 - Plat : Ganjil/Genap - KN : CKZLB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Afifah Arthadianti - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mitsubishi xpander (2020),Bensin,Rp 220.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi ""Mitsubishi Xpander 1.5 Cross Bensin-AT 2020 . Khusus Harga Kredit : Rp 220,000,000 Khusus Harga Cash : Rp 232,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 21,587 km - Transmisi : AT - Pajak : 01-Feb-2026 - Plat : Genap - KN : NZM . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Utami Widiyastuti - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota vellfire (2013),Bensin,Rp 215.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,110.000-115.000 Km,"Deskripsi ""Toyota Vellfire 2.4 ZG Bensin-AT 2013 . Khusus Harga Kredit : Rp 215,000,000 Khusus Harga Cash : Rp 226,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 111,695 km - Transmisi : AT - Pajak : 01-Jun-2025 - Plat : Genap - KN : STC . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Ahmad Zuhair - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mercedes-benz cla200 (2020),Bensin,Rp 649.000.000,>1.000 - 1.500 cc,"Pancoran, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi FOR SALE Mercedes Benz Mercy CLA200 CLA 200 AMG Line (C118) CBU Facelift AT Hitam NIK 2020, PAJAK BULAN 5 (2025), ODOMETER ANTIK 18RB RECORD AUTHORIZED *BONUS PLAT 1 ANGKA* - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 649JT OTR CASH ASK Bunga 0% TDP 488,516,000 Angsuran 24,500,000 x11 DP Minim Tdp 147jt Angs 17,216,000 x47 tlo Tdp 137jt Angs 14,951,000 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan pertama dari baru, Pribadi * Engine 1.332 cc 163 Hp (250 Nm) Turbocharger * 7 Transmission Speed DCT * Drive Mode : ECO, Sport, Sport+ * Interior Dan Eksterior GRES LIKE NEW * Voice Command Hey Mercedes * AC Digitial Dual zone * Frameless Mirror, Ambient Light Multicolour * Audio Steering Switch, Paddle Shift, Cruise Control * Speedo Meter Mercy Instrument Cluster With Track Pad Steering Control * 12.3 Inch Headunit Infotainment System (MBUX) With Touchpad Control * Electric Semi Bucket Black Leather Seat With 3 Memory Seat (L/R) * Mercy High Performance LED Headlamp With DRL * LED Tail Light * SRS Airbags, ABS, EBD, BA, VSC, COMPLETE SAFETY CAR * Rear Parking Camera, 360 Parking Censor, Traction Control System * Velg AMG 5 Twin Spoke * Buku Manual, Buku Info Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (LVI) (C)"
toyota vellfire (2017),Bensin,Rp 580.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,100.000-105.000 Km,"Deskripsi Merek mobil: Toyota Tahun pembuatan: 2017 Model mobil: Vellfire Varian mobil: 2.5G limited-bensin AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 102rb Warna mobil: Putih Transmisi mobil: Otomatis Tipe penjual: Individual Kondisi Mulus, tdk bekas banjir Asuransi ALL RISK s/d Juli 2026"
mercedes-benz a250 (2013),Bensin,Rp 245.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,50.000-55.000 Km,"Deskripsi FOR SALE Mercedes Benz Mercy A250 A 250 Sport AMG Hatchback (W176) AT Merah NIK 2013 KM50rb Record AUTHORIZED !! #Pajak Bulan 11-2025 #AtasNamaPribadi - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 245JT OTR CASH BY CALL DP Minim TDP 64,116,575 Angsuran 7,080,000 x47 TDP 56,296,913 Angsuran 6,259,000 x59 Bunga Premium Tdp 85jt Angs 6,151,000 x47 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Engine 1991 cc 195 Hp (350 Nm) Turbocharged * Acceleration 0-100 Kph in 6.6 Secs * 7G-DCT Transmission * Paddle Shift * AC Digital Dual Zone * MID Digital Cluster * Infotainment System Multimedia With Phone Connection * Electric Semi Bucket Seat With Memory Seat * LED Projector Headlamp * LED Tail Light * SRS Airbags, EBD, ABS, BA, VSC, COMPLETE SAFETY CAR * Velg AMG 5 Twin Spoke * Buku Kunci Cadangan Tersedia * KF Llumar LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (KGV) (A)"
toyota alphard (2019),Bensin,Rp 695.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,30.000-35.000 Km,"Deskripsi Kondisi istimewa Rapih, mulus, bersih Kilometer rendah Original like new Toyota Alphard 2.5 G atpm facelift 2019 Nik 2019 Antik 33 rb Kilometer Mesin 2.5 cc bensin Putih mutiara int cream beige Double sunroof Double power sliding doors Pilot seats with heater Power Back Door All leather seat cream beige Heater and cooler front seats AC Nanoe technology Keyless entry Engine start button Multimedia Multifunction steering wheel Cruise Control Blind Spot Monitor (BSM) Wireless charging Handphone Tv plafon original Toyota 360 camera with live video Parking sensor Ambience light Interior rapih bersih terawat sangat baik Nama perorangan Nopol B Stnk panjang Juli 2026 Siap pakai Dokumen full lengkap Kunci serep lengkap Buku2 service, manual lengkap Remote tv lengkap Jamin bebas banjir Jamin bebas tabrakan Jamin pasti puas Cash credit tukar tambah Credit 695 jt khusus paket kredit, tdp rendah bs dibantu Cash 755 jt Bisa nego Siap pakai Hub: Motor Mahkota Jl. K.H.Samanhudi no 24 Krekot Raya (seberang Hotel Classic) Pasar Baru Jakarta Pusat Buka Senin sd Sabtu Jam 8 pagi sd 5 sore Tgl merah libur Waze/google maps: GKBJ samanhudi Instagram : motor_mahkota"
wuling air ev (2023),Listrik,Rp 140.000.000,<1.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi Bekas tapi kondisi like new. Silahkan datang dan buktikan. Inspektor welcome, general check up juga hayu. Wuling Air Ev Long Range nik 2023 Pajak 6/26 Odo 10.000 km jaminan asli Ga bekas nabrak dan banjir, mobil kondisi like new no minus. Bebas laka, banjir dan fake odo. Cash 155jt Kredit 135jt Dp 17, angs 3.7jt an x 59 Dp 12, angs 4.2jt an x 47 Beli Mobil Bekas Tanpa Rasa Worry di Dream Car Auto! -JAMINAN bebas TABRAK dan BANJIR -DOKUMEN dijamin ASLI Lokasi: Dream Car Auto, Bursa Mobil Summarecon Serpong, B. 26 (Hook) IG&TIKTOK: @Dream_Car_Auto"
nissan leaf (2022),Listrik,Rp 280.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,70.000-75.000 Km,"Deskripsi NISSAN LEAF EV HATCHBACK TWO TONE Tahun 2022 Nopol B Ganjil Merah Kilometer 72rb Pajak Mei 2026 OPTION : - Battery Range 311 KM / EV / 147Hp / 320Nm - 40 kWh lithium-ion Battery - 110 kW AC Synchronous Electric Motor - Nissan intelligent mobility - Mode : ECO, e-Pedal - Keyless - Start-Stop Engine Button - Electronic Parking Brake - Camera 360 - 5-Seater - Leather seat with Heater / Cooler - Portable charger - R17"" Alloy Wheels OTR CREDIT : 280 jt TDP 114 JTan Angs 5 JTan x 47 bulan (Include Angsuran ke-1 dan Asuransi) PAKET BUNGA 0% TDP 203 JTan Angs 9 JTan x 11 bln OTR CASH : by call Kelebihan dan Keunggulan kami - Mobil bebas tabrak - ⁠Mobil bebas banjir - ⁠KM Asli tidak putaran - ⁠Mobil lulus uji inspeksi 199 titik - KTP Daerah bisa proses - Siap kirim luar kota - ⁠Tersedia Test Drive** - ⁠Bonus e-Toll** - ⁠Bonus Coating** - ⁠Garansi extra hingga 1 Tahun** - Garansi Uang Kembali** **(syarat dan ketentuan berlaku) BARUNA MOTOR - Trusted Car Solution New and used car Sell/buy, cash - kredit - trade in Jl. RS Fatmawati Raya No 79-80 Cilandak, Jakarta Selatan."
honda civic (2013),Bensin,Rp 155.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,90.000-95.000 Km,"Deskripsi Dijual Istimewa! Honda Civic FB 1.8 A/T 2013 Km Low 90rb Service Record Pajak Hidup 10/2025 Mobil Istimewa Eksterior Mulus Interior Bersih dan Wangi Ban 4 Tebal Mesin, Matic Aman Normal Kaki2 & Racksteer Tidak Bunyi Good Condition JAMINAN BEBAS TABRAK DAN BANJIR Siap Pakai ! Rp 155jt nego sampai deal ( Kredit bisa dibantu )"
